enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
29508,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,24,0
22052,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Public Sector,1,45,0
6389,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,1000-4999,Pvt Ltd,4,11,0
24586,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Oct-49,Early Stage Startup,1,91,0
26275,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,10000+,Pvt Ltd,4,168,1
20823,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,37,0
11003,0.92,Male,Has relevent experience,Full time course,Masters,STEM,8,Oct-49,Funded Startup,1,38,0
33254,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,120,1
4475,0.698,Male,Has relevent experience,Full time course,Masters,STEM,>20,10000+,Public Sector,1,28,0
3878,0.92,Male,Has relevent experience,Full time course,Masters,STEM,6,10000+,Pvt Ltd,3,55,0
17304,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,96,0
440,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,0
27697,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Public Sector,4,8,0
24708,0.55,Male,Has relevent experience,Full time course,Masters,STEM,4,100-500,NGO,2,37,1
10967,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Public Sector,1,106,1
8311,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,82,0
16625,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,<10,Early Stage Startup,1,78,1
21967,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,56,0
26214,0.878,Male,No relevent experience,Full time course,Masters,Humanities,9,100-500,Public Sector,2,56,0
21033,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,21,0
2485,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,4,0
4980,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,2,123,0
31489,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,never,4,0
18130,0.855,Female,No relevent experience,no_enrollment,Masters,Humanities,3,50-99,Pvt Ltd,2,9,0
18892,0.92,Male,Has relevent experience,Full time course,Masters,STEM,15,50-99,Pvt Ltd,2,166,0
32720,0.555,Female,Has relevent experience,Part time course,Masters,STEM,>20,10000+,NGO,3,135,1
4828,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,6,500-999,NGO,>4,138,1
24127,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,8,0
16466,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Oct-49,Early Stage Startup,1,12,0
33358,0.843,Female,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,6,1
24091,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,66,1
28820,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,32,1
1783,0.776,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,56,0
14496,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,109,0
22997,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,3,9,0
22816,0.949,Male,No relevent experience,no_enrollment,Masters,Arts,>20,<10,Pvt Ltd,>4,136,0
365,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,16,0
7710,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,>4,14,0
15250,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,1,127,0
9180,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,1,34,0
16787,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,>4,154,0
23295,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,216,0
18824,0.926,Male,No relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,never,52,0
28453,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,18,0
23001,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,166,0
16784,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Oct-49,Pvt Ltd,1,32,0
13383,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,78,0
30205,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,14,0
31769,0.893,Male,No relevent experience,no_enrollment,Masters,STEM,8,50-99,NGO,2,68,0
33128,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,163,0
20747,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,never,17,0
15160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,52,0
23392,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,never,162,1
2150,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,21,0
13487,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,1,156,0
17702,0.767,Male,No relevent experience,Full time course,Masters,STEM,9,100-500,NGO,>4,24,1
3144,0.92,Male,No relevent experience,no_enrollment,Masters,Other,>20,100-500,Public Sector,>4,34,0
10933,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,75,0
1709,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,14,0
5710,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,13,5000-9999,Public Sector,2,88,0
18670,0.856,Female,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Funded Startup,1,162,0
13955,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,32,0
4046,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,24,0
13992,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,4,136,0
21642,0.527,Male,Has relevent experience,Part time course,Masters,STEM,8,50-99,Pvt Ltd,>4,37,0
5875,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Early Stage Startup,never,152,0
15004,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,130,0
674,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,46,0
32802,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,38,0
14793,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,178,0
7739,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,28,0
14107,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,15,0
26261,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,>4,7,1
11673,0.855,Male,Has relevent experience,Part time course,Masters,STEM,1,10000+,Pvt Ltd,1,47,0
2108,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,78,0
32082,0.887,Female,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,218,0
20065,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,90,0
15818,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,82,0
12225,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,<10,Pvt Ltd,1,36,0
9162,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,24,0
6838,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Oct-49,Pvt Ltd,1,284,0
31075,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,2,13,0
10885,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,4,31,0
2800,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Funded Startup,2,62,0
12794,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,72,0
21956,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,3,9,1
11530,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1,11,0
10923,0.827,Male,Has relevent experience,no_enrollment,Masters,STEM,20,Oct-49,Early Stage Startup,1,22,0
16404,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,3,32,0
3029,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,2,78,0
4487,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,84,0
24671,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,20,100-500,NGO,4,35,0
3436,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,12,0
8906,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,2,11,0
26762,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,500-999,Pvt Ltd,2,73,0
18908,0.926,Male,No relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,2,37,0
15178,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,80,0
10186,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,3,54,0
8221,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,4,24,0
12785,0.896,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,11,0
29811,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,1,111,0
22534,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,62,0
18726,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,>4,41,0
31691,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,32,0
25301,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,50-99,Public Sector,3,156,0
6355,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,146,0
28200,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Early Stage Startup,4,7,1
24034,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,never,216,1
16586,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,4,34,0
8086,0.698,Male,No relevent experience,Part time course,Masters,STEM,3,50-99,Pvt Ltd,3,149,0
25630,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Public Sector,2,16,0
23197,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,69,0
14943,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,>4,36,1
30569,0.763,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Oct-49,Pvt Ltd,2,50,0
12477,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,>4,62,0
2029,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Funded Startup,2,4,0
17030,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,3,0
20341,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,47,0
31964,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Funded Startup,1,57,0
26687,0.926,Female,No relevent experience,no_enrollment,Masters,STEM,6,<10,Public Sector,>4,4,0
10631,0.624,Male,No relevent experience,Full time course,Masters,Other,1,50-99,Pvt Ltd,never,20,1
21608,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,>4,5,0
7451,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,33,1
2384,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,>4,108,0
24511,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,NGO,1,72,0
28860,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Funded Startup,1,90,0
2975,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20,Oct-49,Pvt Ltd,1,13,0
30284,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,15,0
29819,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,1,34,0
15399,0.743,Female,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,4,9,0
30418,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,2,71,0
9203,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,43,0
13007,0.92,Male,No relevent experience,Part time course,Masters,STEM,3,100-500,Pvt Ltd,1,28,0
10219,0.949,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,111,0
28624,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,17,Oct-49,Pvt Ltd,1,14,0
28517,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,12,Oct-49,Funded Startup,2,14,0
2572,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,never,95,0
24281,0.624,Male,Has relevent experience,Full time course,Masters,STEM,6,50-99,Pvt Ltd,2,103,0
31612,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,2,14,0
3162,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,4,48,0
4880,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,50,0
33056,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,12,1
9264,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,4,17,0
22662,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,107,0
29164,0.92,Male,Has relevent experience,Part time course,Masters,Business Degree,11,10000+,Public Sector,3,60,0
29504,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,55,0
24567,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,20,1
14526,0.698,Male,Has relevent experience,Full time course,Masters,STEM,14,50-99,Pvt Ltd,2,6,0
1331,0.827,Male,Has relevent experience,Full time course,Masters,STEM,7,500-999,Funded Startup,2,92,0
3058,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,17,500-999,Pvt Ltd,1,41,0
5789,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,24,1
7723,0.698,Female,Has relevent experience,no_enrollment,Masters,STEM,16,Oct-49,Funded Startup,1,22,0
8999,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,1,3,1
16770,0.91,Female,No relevent experience,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,1,59,1
13265,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,3,98,0
8661,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,3,3,0
16644,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Oct-49,Pvt Ltd,2,92,0
14396,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,13,0
11557,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,never,34,0
8776,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,NGO,1,21,0
7542,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,58,0
23481,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,43,1
14572,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,4,33,1
19749,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Pvt Ltd,>4,176,0
28748,0.926,Male,No relevent experience,Full time course,Masters,STEM,14,500-999,Public Sector,1,8,0
6627,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,6,0
25998,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,47,0
3742,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,Oct-49,Pvt Ltd,>4,47,0
28067,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,36,0
27079,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Funded Startup,1,41,0
32807,0.624,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,4,6,0
1606,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Funded Startup,1,116,0
19833,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,1,44,0
5666,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,23,1
19536,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1,10,1
31237,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,151,1
11450,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Public Sector,>4,48,0
14765,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Oct-49,Pvt Ltd,2,64,0
2052,0.925,Male,Has relevent experience,Part time course,Masters,STEM,9,50-99,Pvt Ltd,4,52,0
31051,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,25,0
8608,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,NGO,>4,77,1
9034,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,2,6,1
20325,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,15,0
7406,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,8,0
814,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,4,60,0
29673,0.884,Male,No relevent experience,Part time course,Masters,STEM,3,<10,Public Sector,never,22,0
10888,0.925,Male,Has relevent experience,no_enrollment,Masters,Humanities,14,500-999,Public Sector,4,112,0
29349,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,1,22,0
